[nb-items] 100
[nb-objectives] 2
[nb-pareto] 124
[nb-lorenz] 6
[runtime] 12.267138719558716
[format] f1 f2 isLorenzND
[vector] 39774 39729 True
[vector] 39877 39651 True
[vector] 40428 39231 True
[vector] 40311 39257 True
[vector] 40635 39093 True
[vector] 40109 39447 True
[vector] 39678 39752 False
[vector] 35953 41416 False
[vector] 38226 40694 False
[vector] 40218 39336 False
[vector] 41428 38220 False
[vector] 36493 41305 False
[vector] 34311 41636 False
[vector] 39148 40111 False
[vector] 34753 41600 False
[vector] 34988 41588 False
[vector] 40459 39139 False
[vector] 38257 40602 False
[vector] 42501 35878 False
[vector] 42137 37136 False
[vector] 41459 38128 False
[vector] 39521 39884 False
[vector] 42436 36301 False
[vector] 39485 39992 False
[vector] 35547 41515 False
[vector] 40914 38749 False
[vector] 41817 37659 False
[vector] 38785 40379 False
[vector] 40887 38808 False
[vector] 42455 35960 False
[vector] 42206 37095 False
[vector] 41036 38641 False
[vector] 42255 36838 False
[vector] 42490 35957 False
[vector] 38937 40272 False
[vector] 41722 37821 False
[vector] 41857 37637 False
[vector] 36998 41184 False
[vector] 36325 41351 False
[vector] 40737 38887 False
[vector] 41580 37993 False
[vector] 33181 41755 False
[vector] 41150 38574 False
[vector] 39835 39655 False
[vector] 35832 41448 False
[vector] 39008 40182 False
[vector] 41651 37879 False
[vector] 39198 40089 False
[vector] 42864 34214 False
[vector] 37690 41011 False
[vector] 40936 38656 False
[vector] 37417 41054 False
[vector] 36614 41273 False
[vector] 37652 41042 False
[vector] 41522 38079 False
[vector] 37740 40859 False
[vector] 42268 36822 False
[vector] 42440 36022 False
[vector] 38444 40591 False
[vector] 42750 34851 False
[vector] 39567 39867 False
[vector] 41264 38412 False
[vector] 41694 37831 False
[vector] 37702 40890 False
[vector] 42785 34680 False
[vector] 42696 35441 False
[vector] 42123 37248 False
[vector] 42298 36554 False
[vector] 41357 38334 False
[vector] 40652 39058 False
[vector] 36446 41319 False
[vector] 39952 39513 False
[vector] 38191 40733 False
[vector] 38669 40446 False
[vector] 39113 40139 False
[vector] 40843 38854 False
[vector] 41388 38242 False
[vector] 40002 39483 False
[vector] 41914 37598 False
[vector] 40019 39450 False
[vector] 38058 40850 False
[vector] 41786 37751 False
[vector] 38416 40601 False
[vector] 38876 40308 False
[vector] 40918 38716 False
[vector] 41981 37459 False
[vector] 39226 40079 False
[vector] 42135 37209 False
[vector] 39261 40027 False
[vector] 42581 35663 False
[vector] 37100 41177 False
[vector] 42365 36536 False
[vector] 34417 41634 False
[vector] 42290 36667 False
[vector] 42795 34365 False
[vector] 39959 39485 False
[vector] 41221 38460 False
[vector] 42446 36020 False
[vector] 33416 41743 False
[vector] 36744 41221 False
[vector] 39652 39820 False
[vector] 38992 40241 False
[vector] 40516 39138 False
[vector] 33920 41691 False
[vector] 42538 35807 False
[vector] 40723 39000 False
[vector] 41623 37945 False
[vector] 38739 40396 False
[vector] 39706 39742 False
[vector] 35668 41483 False
[vector] 34652 41622 False
[vector] 38844 40311 False
[vector] 38660 40563 False
[vector] 39658 39796 False
[vector] 41940 37484 False
[vector] 42220 36983 False
[vector] 35156 41570 False
[vector] 42052 37362 False
[vector] 42625 35555 False
[vector] 40144 39345 False
[vector] 39314 40022 False
[vector] 36979 41209 False
[vector] 35991 41385 False
[vector] 39931 39597 False
