[nb-items] 80
[nb-objectives] 2
[nb-pareto] 128
[nb-lorenz] 15
[runtime] 9.3037428855896
[format] f1 f2 isLorenzND
[vector] 29696 29046 True
[vector] 29373 29269 True
[vector] 30735 28297 True
[vector] 30059 28872 True
[vector] 30241 28702 True
[vector] 29594 29145 True
[vector] 29923 28923 True
[vector] 30525 28482 True
[vector] 30845 28283 True
[vector] 29832 28977 True
[vector] 32444 26799 True
[vector] 31361 27796 True
[vector] 30456 28535 True
[vector] 29512 29176 True
[vector] 31509 27723 True
[vector] 26105 30603 False
[vector] 33022 25450 False
[vector] 31661 27373 False
[vector] 25257 30704 False
[vector] 32548 26461 False
[vector] 28714 29594 False
[vector] 33168 24985 False
[vector] 33115 25034 False
[vector] 30636 28315 False
[vector] 25681 30677 False
[vector] 33286 24580 False
[vector] 31262 27822 False
[vector] 27449 30157 False
[vector] 32194 26846 False
[vector] 32535 26593 False
[vector] 29403 29214 False
[vector] 23759 30911 False
[vector] 33194 24743 False
[vector] 32146 26897 False
[vector] 30936 28077 False
[vector] 28487 29699 False
[vector] 31106 27942 False
[vector] 31173 27925 False
[vector] 27120 30193 False
[vector] 27482 30082 False
[vector] 31695 27363 False
[vector] 27686 30034 False
[vector] 22962 30932 False
[vector] 29108 29365 False
[vector] 28384 29780 False
[vector] 25382 30692 False
[vector] 30269 28674 False
[vector] 30298 28600 False
[vector] 27253 30179 False
[vector] 31809 27305 False
[vector] 26841 30353 False
[vector] 27099 30194 False
[vector] 29176 29319 False
[vector] 32190 26889 False
[vector] 27718 30031 False
[vector] 31975 27074 False
[vector] 27565 30066 False
[vector] 32796 26164 False
[vector] 29058 29551 False
[vector] 25187 30737 False
[vector] 29668 29056 False
[vector] 27597 30063 False
[vector] 27086 30326 False
[vector] 28588 29656 False
[vector] 26509 30387 False
[vector] 32676 26268 False
[vector] 29149 29345 False
[vector] 24464 30826 False
[vector] 30863 28210 False
[vector] 29234 29303 False
[vector] 27454 30092 False
[vector] 33233 24629 False
[vector] 32549 26376 False
[vector] 32106 26902 False
[vector] 29265 29275 False
[vector] 29723 29015 False
[vector] 30325 28574 False
[vector] 24273 30852 False
[vector] 31723 27353 False
[vector] 33076 25148 False
[vector] 32632 26276 False
[vector] 31908 27182 False
[vector] 28289 29883 False
[vector] 30111 28739 False
[vector] 27943 29993 False
[vector] 29073 29400 False
[vector] 26453 30426 False
[vector] 33034 25178 False
[vector] 30894 28163 False
[vector] 30077 28743 False
[vector] 28463 29702 False
[vector] 32950 25636 False
[vector] 31945 27096 False
[vector] 32586 26336 False
[vector] 33065 25150 False
[vector] 27191 30186 False
[vector] 23986 30861 False
[vector] 28168 29915 False
[vector] 24463 30837 False
[vector] 32081 26968 False
[vector] 22963 30921 False
[vector] 28505 29667 False
[vector] 31645 27514 False
[vector] 28788 29564 False
[vector] 24887 30810 False
[vector] 30981 28074 False
[vector] 29949 28873 False
[vector] 32094 26906 False
[vector] 31871 27188 False
[vector] 23796 30876 False
[vector] 31045 28040 False
[vector] 31761 27325 False
[vector] 26376 30433 False
[vector] 32861 26032 False
[vector] 32050 27028 False
[vector] 26353 30458 False
[vector] 30587 28363 False
[vector] 31839 27283 False
[vector] 25447 30689 False
[vector] 31189 27922 False
[vector] 26779 30374 False
[vector] 31324 27802 False
[vector] 24697 30825 False
[vector] 29242 29299 False
[vector] 29148 29347 False
[vector] 31530 27543 False
[vector] 26310 30535 False
[vector] 27606 30035 False
