[nb-items] 100
[nb-objectives] 2
[nb-pareto] 140
[nb-lorenz] 7
[runtime] 18.647523164749146
[format] f1 f2 isLorenzND
[vector] 38934 37878 True
[vector] 38418 38251 True
[vector] 38645 38146 True
[vector] 39101 37738 True
[vector] 38445 38238 True
[vector] 39285 37587 True
[vector] 38339 38306 True
[vector] 39492 37347 False
[vector] 37508 38904 False
[vector] 37683 38765 False
[vector] 36490 39479 False
[vector] 40978 35076 False
[vector] 39781 37077 False
[vector] 40807 35441 False
[vector] 40695 35755 False
[vector] 40751 35698 False
[vector] 41206 34457 False
[vector] 34303 40136 False
[vector] 32094 40519 False
[vector] 38965 37786 False
[vector] 39613 37257 False
[vector] 35538 39818 False
[vector] 39325 37485 False
[vector] 41106 34726 False
[vector] 35457 39820 False
[vector] 41139 34494 False
[vector] 35601 39767 False
[vector] 37816 38661 False
[vector] 36650 39362 False
[vector] 36988 39195 False
[vector] 40128 36606 False
[vector] 40893 35295 False
[vector] 37146 39043 False
[vector] 33466 40382 False
[vector] 40924 35203 False
[vector] 36181 39569 False
[vector] 39962 36884 False
[vector] 34746 40084 False
[vector] 35782 39682 False
[vector] 39433 37422 False
[vector] 38809 37954 False
[vector] 40781 35492 False
[vector] 34367 40127 False
[vector] 36550 39380 False
[vector] 37346 38951 False
[vector] 40660 35922 False
[vector] 35720 39743 False
[vector] 41115 34681 False
[vector] 40036 36793 False
[vector] 39126 37673 False
[vector] 34344 40128 False
[vector] 37561 38841 False
[vector] 41075 34965 False
[vector] 31601 40592 False
[vector] 33159 40449 False
[vector] 41287 34219 False
[vector] 40115 36738 False
[vector] 38125 38437 False
[vector] 34187 40189 False
[vector] 32312 40515 False
[vector] 36771 39249 False
[vector] 33616 40291 False
[vector] 38207 38418 False
[vector] 38081 38550 False
[vector] 36772 39223 False
[vector] 41029 35052 False
[vector] 34223 40160 False
[vector] 39670 37100 False
[vector] 39840 37002 False
[vector] 41209 34311 False
[vector] 39160 37663 False
[vector] 40650 36117 False
[vector] 41466 33478 False
[vector] 37040 39134 False
[vector] 37430 38920 False
[vector] 39855 36986 False
[vector] 40770 35501 False
[vector] 38266 38343 False
[vector] 40498 36143 False
[vector] 40180 36599 False
[vector] 40126 36692 False
[vector] 40886 35367 False
[vector] 37240 39042 False
[vector] 39651 37137 False
[vector] 37324 39023 False
[vector] 36130 39653 False
[vector] 39449 37395 False
[vector] 40157 36600 False
[vector] 39130 37670 False
[vector] 38094 38529 False
[vector] 41292 34194 False
[vector] 40970 35116 False
[vector] 34998 39986 False
[vector] 41373 33956 False
[vector] 40254 36541 False
[vector] 38826 37953 False
[vector] 36258 39484 False
[vector] 39500 37260 False
[vector] 35829 39679 False
[vector] 37761 38749 False
[vector] 32736 40488 False
[vector] 33774 40257 False
[vector] 35806 39680 False
[vector] 36910 39211 False
[vector] 40688 35887 False
[vector] 36521 39387 False
[vector] 34139 40215 False
[vector] 37140 39060 False
[vector] 41375 33702 False
[vector] 36030 39671 False
[vector] 37788 38689 False
[vector] 37813 38688 False
[vector] 34877 40018 False
[vector] 39189 37595 False
[vector] 33699 40281 False
[vector] 34898 40004 False
[vector] 37110 39119 False
[vector] 38990 37761 False
[vector] 39934 36931 False
[vector] 40002 36846 False
[vector] 39830 37011 False
[vector] 34018 40247 False
[vector] 40837 35435 False
[vector] 39945 36885 False
[vector] 38750 38029 False
[vector] 40972 35104 False
[vector] 35400 39942 False
[vector] 38270 38340 False
[vector] 38275 38336 False
[vector] 36734 39343 False
[vector] 38112 38458 False
[vector] 37875 38640 False
[vector] 39645 37187 False
[vector] 34777 40036 False
[vector] 40379 36334 False
[vector] 40325 36427 False
[vector] 40021 36809 False
[vector] 40469 36310 False
[vector] 40487 36206 False
[vector] 39390 37470 False
