[nb-items] 200
[nb-objectives] 2
[nb-pareto] 416
[nb-lorenz] 74
[runtime] 387.16346406936646
[format] f1 f2 isLorenzND
[vector] 80699 74989 True
[vector] 80446 75142 True
[vector] 80554 75059 True
[vector] 77722 76440 True
[vector] 83575 72919 True
[vector] 79990 75423 True
[vector] 83232 73141 True
[vector] 78121 76394 True
[vector] 84010 72514 True
[vector] 78592 76107 True
[vector] 79464 75676 True
[vector] 77862 76396 True
[vector] 78671 76049 True
[vector] 77410 76592 True
[vector] 82281 73913 True
[vector] 78731 76027 True
[vector] 79621 75626 True
[vector] 82771 73581 True
[vector] 82428 73803 True
[vector] 78515 76109 True
[vector] 78874 75996 True
[vector] 76787 76787 True
[vector] 80529 75075 True
[vector] 79902 75429 True
[vector] 83095 73260 True
[vector] 81389 74563 True
[vector] 80379 75188 True
[vector] 81355 74567 True
[vector] 78351 76248 True
[vector] 76935 76734 True
[vector] 78905 75968 True
[vector] 80754 74967 True
[vector] 80899 74897 True
[vector] 78453 76164 True
[vector] 77507 76588 True
[vector] 84182 72378 True
[vector] 80126 75343 True
[vector] 79727 75536 True
[vector] 77586 76530 True
[vector] 79379 75713 True
[vector] 83287 73094 True
[vector] 81589 74471 True
[vector] 79229 75790 True
[vector] 77143 76732 True
[vector] 83831 72669 True
[vector] 77697 76452 True
[vector] 81068 74766 True
[vector] 81019 74788 True
[vector] 82199 73967 True
[vector] 76852 76766 True
[vector] 83379 73030 True
[vector] 79095 75911 True
[vector] 76807 76773 True
[vector] 77786 76438 True
[vector] 83451 73009 True
[vector] 84881 71689 True
[vector] 81555 74475 True
[vector] 82673 73612 True
[vector] 79853 75449 True
[vector] 79280 75746 True
[vector] 79256 75764 True
[vector] 82298 73908 True
[vector] 81869 74274 True
[vector] 79695 75567 True
[vector] 82591 73679 True
[vector] 76890 76764 True
[vector] 80211 75306 True
[vector] 77317 76645 True
[vector] 78960 75945 True
[vector] 80468 75121 True
[vector] 79773 75495 True
[vector] 82093 74052 True
[vector] 77887 76395 True
[vector] 81219 74696 True
[vector] 84794 71714 False
[vector] 84017 72440 False
[vector] 83255 73118 False
[vector] 79713 75547 False
[vector] 85046 71410 False
[vector] 81229 74614 False
[vector] 87051 66980 False
[vector] 82510 73705 False
[vector] 73124 77761 False
[vector] 74653 77463 False
[vector] 86395 69036 False
[vector] 86441 69003 False
[vector] 86761 68227 False
[vector] 83385 73013 False
[vector] 87182 66414 False
[vector] 74034 77582 False
[vector] 81415 74487 False
[vector] 86532 68779 False
[vector] 86913 67567 False
[vector] 76585 76868 False
[vector] 81069 74762 False
[vector] 85723 70437 False
[vector] 85795 70334 False
[vector] 85588 70667 False
[vector] 87482 64435 False
[vector] 87206 66218 False
[vector] 82357 73833 False
[vector] 87366 65154 False
[vector] 86569 68663 False
[vector] 81642 74379 False
[vector] 75734 77125 False
[vector] 74444 77476 False
[vector] 73525 77691 False
[vector] 78456 76155 False
[vector] 81291 74596 False
[vector] 87404 64902 False
[vector] 81941 74174 False
[vector] 87161 66435 False
[vector] 72545 77927 False
[vector] 81717 74277 False
[vector] 75439 77201 False
[vector] 85436 70897 False
[vector] 86276 69452 False
[vector] 80806 74902 False
[vector] 85341 71053 False
[vector] 73868 77639 False
[vector] 73708 77656 False
[vector] 81940 74180 False
[vector] 84047 72419 False
[vector] 71880 77950 False
[vector] 84458 72001 False
[vector] 81906 74184 False
[vector] 78371 76192 False
[vector] 86855 67708 False
[vector] 81669 74366 False
[vector] 86048 69950 False
[vector] 81698 74292 False
[vector] 75771 77123 False
[vector] 72726 77863 False
[vector] 82524 73696 False
[vector] 82478 73738 False
[vector] 86964 67352 False
[vector] 84530 71980 False
[vector] 79134 75820 False
[vector] 84439 72118 False
[vector] 74224 77525 False
[vector] 76105 77004 False
[vector] 85981 70081 False
[vector] 86196 69850 False
[vector] 82830 73506 False
[vector] 85707 70476 False
[vector] 86273 69524 False
[vector] 84408 72130 False
[vector] 83108 73209 False
[vector] 83678 72797 False
[vector] 84311 72206 False
[vector] 80915 74815 False
[vector] 86115 69861 False
[vector] 82482 73710 False
[vector] 86881 67607 False
[vector] 87116 66811 False
[vector] 79794 75453 False
[vector] 82609 73659 False
[vector] 85217 71127 False
[vector] 86206 69655 False
[vector] 85518 70819 False
[vector] 78610 76087 False
[vector] 86775 67957 False
[vector] 85674 70548 False
[vector] 82124 73977 False
[vector] 81883 74189 False
[vector] 85263 71105 False
[vector] 86764 67966 False
[vector] 71169 78045 False
[vector] 81328 74580 False
[vector] 82325 73866 False
[vector] 86618 68516 False
[vector] 86671 68322 False
[vector] 68066 78258 False
[vector] 86383 69168 False
[vector] 80268 75213 False
[vector] 87546 63785 False
[vector] 77622 76458 False
[vector] 72855 77825 False
[vector] 69524 78213 False
[vector] 87240 66082 False
[vector] 86106 69945 False
[vector] 83314 73043 False
[vector] 87540 64107 False
[vector] 83028 73321 False
[vector] 86889 67572 False
[vector] 85614 70636 False
[vector] 85767 70369 False
[vector] 68553 78247 False
[vector] 87559 63449 False
[vector] 86998 67216 False
[vector] 87220 66106 False
[vector] 70258 78150 False
[vector] 86391 69119 False
[vector] 79480 75654 False
[vector] 80033 75348 False
[vector] 75855 77112 False
[vector] 87432 64814 False
[vector] 73230 77752 False
[vector] 84358 72135 False
[vector] 87332 65511 False
[vector] 74541 77472 False
[vector] 82045 74063 False
[vector] 87326 65598 False
[vector] 83702 72742 False
[vector] 87236 66089 False
[vector] 85671 70611 False
[vector] 76365 76951 False
[vector] 67758 78283 False
[vector] 82949 73325 False
[vector] 80570 75033 False
[vector] 75415 77218 False
[vector] 70872 78094 False
[vector] 86646 68337 False
[vector] 71096 78058 False
[vector] 87445 64478 False
[vector] 80971 74797 False
[vector] 74996 77341 False
[vector] 86827 67830 False
[vector] 83161 73171 False
[vector] 87339 65381 False
[vector] 76910 76735 False
[vector] 80930 74805 False
[vector] 87009 67095 False
[vector] 82127 73975 False
[vector] 82944 73340 False
[vector] 68934 78226 False
[vector] 73458 77745 False
[vector] 74706 77388 False
[vector] 85219 71126 False
[vector] 82942 73388 False
[vector] 77220 76649 False
[vector] 83174 73155 False
[vector] 84272 72225 False
[vector] 84550 71943 False
[vector] 74849 77354 False
[vector] 87292 65955 False
[vector] 86941 67445 False
[vector] 81967 74114 False
[vector] 87373 65024 False
[vector] 86511 68800 False
[vector] 83862 72591 False
[vector] 85262 71108 False
[vector] 87050 67089 False
[vector] 82011 74067 False
[vector] 85174 71251 False
[vector] 74668 77418 False
[vector] 87185 66239 False
[vector] 87130 66541 False
[vector] 86834 67729 False
[vector] 80476 75081 False
[vector] 86447 68909 False
[vector] 74140 77536 False
[vector] 71413 78000 False
[vector] 84119 72398 False
[vector] 76088 77051 False
[vector] 84569 71918 False
[vector] 79118 75822 False
[vector] 83756 72712 False
[vector] 80770 74941 False
[vector] 86943 67373 False
[vector] 80592 75011 False
[vector] 84475 71990 False
[vector] 82900 73392 False
[vector] 70011 78155 False
[vector] 69543 78169 False
[vector] 83857 72642 False
[vector] 85293 71063 False
[vector] 83102 73246 False
[vector] 78151 76253 False
[vector] 86823 67850 False
[vector] 71767 77987 False
[vector] 76265 76969 False
[vector] 80788 74922 False
[vector] 73335 77748 False
[vector] 75988 77069 False
[vector] 83200 73143 False
[vector] 86979 67289 False
[vector] 83634 72844 False
[vector] 83298 73047 False
[vector] 82947 73338 False
[vector] 85689 70492 False
[vector] 81677 74293 False
[vector] 73913 77614 False
[vector] 86325 69397 False
[vector] 85940 70220 False
[vector] 85208 71235 False
[vector] 86491 68901 False
[vector] 80283 75206 False
[vector] 83129 73204 False
[vector] 86439 69028 False
[vector] 82352 73839 False
[vector] 77812 76401 False
[vector] 73518 77713 False
[vector] 75313 77308 False
[vector] 86350 69209 False
[vector] 83966 72526 False
