[nb-items] 70
[nb-objectives] 2
[nb-pareto] 74
[nb-lorenz] 10
[runtime] 3.0573060512542725
[format] f1 f2 isLorenzND
[vector] 29528 27294 True
[vector] 29830 27214 True
[vector] 28742 27886 True
[vector] 28203 28195 True
[vector] 29595 27260 True
[vector] 29063 27731 True
[vector] 28509 28035 True
[vector] 29291 27523 True
[vector] 28331 28091 True
[vector] 30318 26762 True
[vector] 23616 29004 False
[vector] 27030 28463 False
[vector] 31297 22896 False
[vector] 30380 26489 False
[vector] 22381 29049 False
[vector] 29852 26958 False
[vector] 30784 25556 False
[vector] 30935 24636 False
[vector] 31162 24044 False
[vector] 24044 28986 False
[vector] 27246 28422 False
[vector] 30449 26191 False
[vector] 30918 25178 False
[vector] 27684 28321 False
[vector] 23448 29022 False
[vector] 30548 25968 False
[vector] 26905 28635 False
[vector] 28813 27772 False
[vector] 26033 28779 False
[vector] 30840 25423 False
[vector] 30773 25604 False
[vector] 30494 26079 False
[vector] 28341 28038 False
[vector] 27934 28279 False
[vector] 30532 26038 False
[vector] 28746 27806 False
[vector] 31212 23512 False
[vector] 31208 23972 False
[vector] 31074 24350 False
[vector] 31301 22436 False
[vector] 28760 27774 False
[vector] 26367 28653 False
[vector] 25878 28797 False
[vector] 24862 28936 False
[vector] 27433 28362 False
[vector] 25366 28884 False
[vector] 30383 26207 False
[vector] 30001 26837 False
[vector] 29536 27274 False
[vector] 25588 28835 False
[vector] 28210 28123 False
[vector] 31070 24629 False
[vector] 29413 27328 False
[vector] 27044 28458 False
[vector] 30083 26808 False
[vector] 30702 25718 False
[vector] 29113 27579 False
[vector] 26291 28705 False
[vector] 29946 26909 False
[vector] 25757 28829 False
[vector] 27549 28337 False
[vector] 27327 28410 False
[vector] 31116 24268 False
[vector] 28551 27930 False
[vector] 30630 25823 False
[vector] 29070 27601 False
[vector] 29834 27134 False
[vector] 30927 24746 False
[vector] 23206 29033 False
[vector] 30631 25815 False
[vector] 27206 28442 False
[vector] 27026 28603 False
[vector] 24957 28896 False
[vector] 25421 28863 False
