[nb-items] 100
[nb-objectives] 2
[nb-pareto] 121
[nb-lorenz] 26
[runtime] 14.84488582611084
[format] f1 f2 isLorenzND
[vector] 38746 37682 True
[vector] 38636 37694 True
[vector] 38300 37851 True
[vector] 41790 36144 True
[vector] 39454 37469 True
[vector] 38019 37939 True
[vector] 41348 36399 True
[vector] 39285 37544 True
[vector] 39145 37555 True
[vector] 39664 37345 True
[vector] 38233 37879 True
[vector] 41382 36379 True
[vector] 41834 36103 True
[vector] 38077 37891 True
[vector] 40719 36880 True
[vector] 38499 37736 True
[vector] 38841 37680 True
[vector] 40103 37319 True
[vector] 38616 37708 True
[vector] 41150 36572 True
[vector] 38435 37772 True
[vector] 38467 37755 True
[vector] 39562 37387 True
[vector] 38140 37882 True
[vector] 40559 36911 True
[vector] 38984 37560 True
[vector] 37029 38113 False
[vector] 42454 35160 False
[vector] 40812 36731 False
[vector] 41461 36243 False
[vector] 41557 36192 False
[vector] 43420 31108 False
[vector] 37056 38096 False
[vector] 38921 37595 False
[vector] 43098 33217 False
[vector] 42631 34673 False
[vector] 42210 35482 False
[vector] 42975 33836 False
[vector] 36484 38175 False
[vector] 43001 33641 False
[vector] 40765 36780 False
[vector] 36123 38199 False
[vector] 43410 31213 False
[vector] 42162 35612 False
[vector] 42486 35148 False
[vector] 40173 37097 False
[vector] 43373 31682 False
[vector] 42084 35653 False
[vector] 43471 30756 False
[vector] 43270 32630 False
[vector] 42813 34249 False
[vector] 42931 33844 False
[vector] 42632 34667 False
[vector] 43404 31443 False
[vector] 40902 36577 False
[vector] 35667 38266 False
[vector] 35712 38240 False
[vector] 40230 37026 False
[vector] 43110 33116 False
[vector] 41404 36314 False
[vector] 36984 38139 False
[vector] 41181 36504 False
[vector] 36704 38167 False
[vector] 37127 38084 False
[vector] 40245 36981 False
[vector] 39483 37396 False
[vector] 43303 32360 False
[vector] 42857 34241 False
[vector] 42219 35446 False
[vector] 42040 35694 False
[vector] 41900 35839 False
[vector] 39469 37424 False
[vector] 40278 36980 False
[vector] 42429 35219 False
[vector] 43060 33407 False
[vector] 42883 34046 False
[vector] 43175 32891 False
[vector] 43213 32701 False
[vector] 42784 34327 False
[vector] 36810 38141 False
[vector] 37616 38040 False
[vector] 36078 38225 False
[vector] 40889 36596 False
[vector] 40438 36968 False
[vector] 43152 33035 False
[vector] 37175 38068 False
[vector] 40188 37052 False
[vector] 42097 35623 False
[vector] 34731 38277 False
[vector] 40411 36975 False
[vector] 38856 37635 False
[vector] 37799 37947 False
[vector] 40869 36660 False
[vector] 43347 32029 False
[vector] 43051 33437 False
[vector] 43082 33238 False
[vector] 42736 34575 False
[vector] 43363 31787 False
[vector] 37619 37958 False
[vector] 42550 34885 False
[vector] 43350 32015 False
[vector] 41984 35779 False
[vector] 42416 35351 False
[vector] 43200 32833 False
[vector] 43376 31451 False
[vector] 36469 38179 False
[vector] 38925 37563 False
[vector] 42524 34957 False
[vector] 43245 32688 False
[vector] 43327 32044 False
[vector] 42312 35443 False
[vector] 38436 37771 False
[vector] 42593 34864 False
[vector] 42927 34038 False
[vector] 42767 34336 False
[vector] 41860 35941 False
[vector] 42607 34814 False
[vector] 41007 36574 False
[vector] 41509 36232 False
[vector] 38898 37609 False
[vector] 43045 33633 False
