[nb-items] 180
[nb-objectives] 2
[nb-pareto] 305
[nb-lorenz] 37
[runtime] 234.24133396148682
[format] f1 f2 isLorenzND
[vector] 72956 67265 True
[vector] 69926 69134 True
[vector] 71105 68577 True
[vector] 70539 68885 True
[vector] 72221 67826 True
[vector] 71968 67981 True
[vector] 69792 69255 True
[vector] 69829 69219 True
[vector] 73590 66779 True
[vector] 69863 69193 True
[vector] 72694 67499 True
[vector] 71865 68044 True
[vector] 69579 69421 True
[vector] 72317 67731 True
[vector] 72374 67698 True
[vector] 72121 67853 True
[vector] 72073 67892 True
[vector] 70462 68914 True
[vector] 71281 68444 True
[vector] 70008 69104 True
[vector] 70905 68669 True
[vector] 73437 66907 True
[vector] 70961 68643 True
[vector] 71928 67983 True
[vector] 69964 69125 True
[vector] 74046 66371 True
[vector] 72527 67546 True
[vector] 70585 68868 True
[vector] 74362 66104 True
[vector] 70052 69079 True
[vector] 71481 68352 True
[vector] 73086 67198 True
[vector] 71832 68061 True
[vector] 70332 69023 True
[vector] 70138 69078 True
[vector] 70041 69082 True
[vector] 70662 68822 True
[vector] 76164 63907 False
[vector] 76822 62583 False
[vector] 74914 65463 False
[vector] 77595 59379 False
[vector] 74504 65854 False
[vector] 70724 68720 False
[vector] 63485 71051 False
[vector] 65815 70698 False
[vector] 77378 60561 False
[vector] 62842 71112 False
[vector] 74272 66123 False
[vector] 77026 61958 False
[vector] 63241 71084 False
[vector] 69330 69465 False
[vector] 74234 66124 False
[vector] 73542 66790 False
[vector] 72248 67784 False
[vector] 60891 71311 False
[vector] 76595 63305 False
[vector] 71141 68464 False
[vector] 77050 61762 False
[vector] 76894 62308 False
[vector] 77868 57162 False
[vector] 69847 69199 False
[vector] 66005 70641 False
[vector] 69897 69148 False
[vector] 75952 64269 False
[vector] 74807 65603 False
[vector] 74804 65607 False
[vector] 76770 62629 False
[vector] 72815 67339 False
[vector] 71745 68078 False
[vector] 75830 64380 False
[vector] 73710 66623 False
[vector] 76050 64121 False
[vector] 70668 68783 False
[vector] 75723 64540 False
[vector] 71534 68260 False
[vector] 73620 66705 False
[vector] 68594 69791 False
[vector] 74394 65973 False
