[nb-items] 40
[nb-objectives] 2
[nb-pareto] 58
[nb-lorenz] 7
[runtime] 0.6631038188934326
[format] f1 f2 isLorenzND
[vector] 15511 14850 True
[vector] 16119 14364 True
[vector] 16371 14206 True
[vector] 15668 14742 True
[vector] 17120 13684 True
[vector] 16722 13915 True
[vector] 15191 15049 True
[vector] 17380 13177 False
[vector] 13545 15442 False
[vector] 16183 14259 False
[vector] 16893 13705 False
[vector] 15673 14643 False
[vector] 12491 15634 False
[vector] 17693 12270 False
[vector] 13846 15388 False
[vector] 14025 15319 False
[vector] 16518 13990 False
[vector] 15847 14548 False
[vector] 17216 13532 False
[vector] 17529 12625 False
[vector] 17297 13197 False
[vector] 15947 14397 False
[vector] 16402 14114 False
[vector] 13026 15575 False
[vector] 16233 14217 False
[vector] 16797 13731 False
[vector] 16441 14014 False
[vector] 17393 13045 False
[vector] 15330 14901 False
[vector] 17426 13039 False
[vector] 15913 14416 False
[vector] 15832 14550 False
[vector] 16782 13843 False
[vector] 15882 14508 False
[vector] 13946 15370 False
[vector] 17306 13184 False
[vector] 13032 15566 False
[vector] 16618 13951 False
[vector] 15568 14760 False
[vector] 17560 12371 False
[vector] 14650 15117 False
[vector] 15773 14625 False
[vector] 16124 14334 False
[vector] 16174 14292 False
[vector] 15823 14583 False
[vector] 13238 15509 False
[vector] 17470 12913 False
[vector] 15906 14473 False
[vector] 17713 11755 False
[vector] 17253 13323 False
[vector] 14332 15252 False
[vector] 14383 15175 False
[vector] 17516 12757 False
[vector] 15230 14919 False
[vector] 16404 14091 False
[vector] 14750 15099 False
[vector] 17550 12438 False
[vector] 14957 15050 False
