[nb-items] 80
[nb-objectives] 2
[nb-pareto] 93
[nb-lorenz] 4
[runtime] 7.9870359897613525
[format] f1 f2 isLorenzND
[vector] 31397 30175 True
[vector] 30741 30675 True
[vector] 30941 30583 True
[vector] 30714 30688 True
[vector] 27607 32139 False
[vector] 32611 27753 False
[vector] 32753 27010 False
[vector] 26950 32201 False
[vector] 31561 29983 False
[vector] 28098 31897 False
[vector] 31592 29891 False
[vector] 27657 32066 False
[vector] 28533 31721 False
[vector] 32357 28766 False
[vector] 32482 28306 False
[vector] 31229 30205 False
[vector] 31658 29842 False
[vector] 32586 28214 False
[vector] 29790 31241 False
[vector] 29060 31530 False
[vector] 32600 27944 False
[vector] 26152 32403 False
[vector] 29856 31192 False
[vector] 32277 28898 False
[vector] 31510 30007 False
[vector] 26719 32279 False
[vector] 31170 30280 False
[vector] 32085 29408 False
[vector] 31456 30100 False
[vector] 28458 31818 False
[vector] 28237 31868 False
[vector] 32443 28503 False
[vector] 31105 30391 False
[vector] 26299 32348 False
[vector] 28738 31649 False
[vector] 29546 31304 False
[vector] 30194 30979 False
[vector] 31136 30299 False
[vector] 26457 32281 False
[vector] 26349 32309 False
[vector] 32453 28308 False
[vector] 32688 27427 False
[vector] 28418 31848 False
[vector] 32397 28590 False
[vector] 28478 31749 False
[vector] 28938 31557 False
[vector] 28337 31850 False
[vector] 30421 30874 False
[vector] 26273 32371 False
[vector] 31615 29890 False
[vector] 29505 31338 False
[vector] 27878 32016 False
[vector] 32815 26744 False
[vector] 29529 31323 False
[vector] 28686 31710 False
[vector] 26316 32320 False
[vector] 24450 32530 False
[vector] 32266 28990 False
[vector] 27103 32190 False
[vector] 28842 31631 False
[vector] 32157 29211 False
[vector] 26336 32313 False
[vector] 31241 30182 False
[vector] 25616 32518 False
[vector] 32162 29082 False
[vector] 28844 31558 False
[vector] 26941 32237 False
[vector] 28318 31866 False
[vector] 31995 29432 False
[vector] 32139 29315 False
[vector] 32686 27681 False
[vector] 32740 27356 False
[vector] 32220 29077 False
[vector] 31739 29704 False
[vector] 27757 32048 False
[vector] 30514 30780 False
[vector] 25712 32421 False
[vector] 30526 30757 False
[vector] 27778 32034 False
[vector] 32311 28853 False
[vector] 29990 31149 False
[vector] 31772 29612 False
[vector] 29266 31512 False
[vector] 32831 26387 False
[vector] 29433 31360 False
[vector] 31046 30466 False
[vector] 30163 31071 False
[vector] 29610 31297 False
[vector] 27224 32158 False
[vector] 29305 31430 False
[vector] 32747 27339 False
[vector] 31966 29599 False
[vector] 30390 30966 False
