[nb-items] 80
[nb-objectives] 2
[nb-pareto] 89
[nb-lorenz] 5
[runtime] 3.589827060699463
[format] f1 f2 isLorenzND
[vector] 32268 30478 True
[vector] 31717 30861 True
[vector] 31997 30642 True
[vector] 31287 31284 True
[vector] 31786 30821 True
[vector] 30158 32032 False
[vector] 32491 29939 False
[vector] 32922 28954 False
[vector] 31519 30984 False
[vector] 32749 29307 False
[vector] 32522 29847 False
[vector] 30269 31957 False
[vector] 29568 32352 False
[vector] 32591 29757 False
[vector] 32439 30145 False
[vector] 29469 32358 False
[vector] 30880 31528 False
[vector] 30820 31574 False
[vector] 30564 31801 False
[vector] 28739 32647 False
[vector] 28543 32760 False
[vector] 31372 31059 False
[vector] 30789 31666 False
[vector] 32685 29639 False
[vector] 29878 32154 False
[vector] 30088 32061 False
[vector] 32682 29658 False
[vector] 32661 29666 False
[vector] 30398 31863 False
[vector] 30952 31458 False
[vector] 30199 31986 False
[vector] 29842 32191 False
[vector] 29261 32435 False
[vector] 31115 31418 False
[vector] 33194 28228 False
[vector] 33238 27593 False
[vector] 31060 31424 False
[vector] 29089 32551 False
[vector] 31366 31073 False
[vector] 31469 31058 False
[vector] 28359 32840 False
[vector] 33077 28661 False
[vector] 29570 32345 False
[vector] 33206 27683 False
[vector] 30704 31703 False
[vector] 32856 29306 False
[vector] 28525 32780 False
[vector] 28721 32667 False
[vector] 27766 32847 False
[vector] 31832 30652 False
[vector] 29279 32415 False
[vector] 28939 32642 False
[vector] 29150 32511 False
[vector] 29346 32398 False
[vector] 28996 32581 False
[vector] 30678 31741 False
[vector] 32315 30146 False
[vector] 31220 31301 False
[vector] 29824 32211 False
[vector] 33318 27349 False
[vector] 32733 29548 False
[vector] 31596 30975 False
[vector] 27732 32917 False
[vector] 31131 31366 False
[vector] 31608 30958 False
[vector] 31341 31151 False
[vector] 31817 30729 False
[vector] 28236 32843 False
[vector] 33022 28732 False
[vector] 30363 31902 False
[vector] 30073 32069 False
[vector] 29679 32277 False
[vector] 29974 32075 False
[vector] 30593 31778 False
[vector] 27750 32897 False
[vector] 31788 30741 False
[vector] 32310 30246 False
[vector] 33112 28445 False
[vector] 32894 28994 False
[vector] 30914 31461 False
[vector] 30184 31994 False
[vector] 29970 32098 False
[vector] 32600 29676 False
[vector] 29451 32378 False
[vector] 32954 28895 False
[vector] 29696 32231 False
[vector] 31822 30687 False
[vector] 30490 31807 False
[vector] 29628 32279 False
