[nb-items] 70
[nb-objectives] 2
[nb-pareto] 107
[nb-lorenz] 16
[runtime] 5.306504011154175
[format] f1 f2 isLorenzND
[vector] 26046 25438 True
[vector] 25796 25654 True
[vector] 28655 23377 True
[vector] 28235 23782 True
[vector] 26968 24798 True
[vector] 27824 24187 True
[vector] 25685 25698 True
[vector] 26374 25318 True
[vector] 27263 24585 True
[vector] 28479 23552 True
[vector] 27429 24446 True
[vector] 27105 24741 True
[vector] 27038 24758 True
[vector] 26625 25108 True
[vector] 26139 25362 True
[vector] 27571 24342 True
[vector] 28746 23171 False
[vector] 22806 26731 False
[vector] 23109 26677 False
[vector] 24298 26310 False
[vector] 21539 27053 False
[vector] 29026 22938 False
[vector] 21188 27085 False
[vector] 28736 23172 False
[vector] 26416 25140 False
[vector] 27194 24638 False
[vector] 28917 22982 False
[vector] 28093 23886 False
[vector] 28734 23193 False
[vector] 29316 22441 False
[vector] 26398 25213 False
[vector] 27632 24238 False
[vector] 25819 25543 False
[vector] 24782 26109 False
[vector] 25276 25945 False
[vector] 26893 24829 False
[vector] 24661 26141 False
[vector] 23020 26701 False
[vector] 27289 24548 False
[vector] 23529 26642 False
[vector] 24586 26217 False
[vector] 28383 23617 False
[vector] 29402 22327 False
[vector] 27972 23903 False
[vector] 26111 25372 False
[vector] 20638 27104 False
[vector] 21817 26943 False
[vector] 26687 24976 False
[vector] 24619 26186 False
[vector] 24888 26036 False
[vector] 27572 24277 False
[vector] 27868 24031 False
[vector] 23892 26473 False
[vector] 26820 24864 False
[vector] 25027 25986 False
[vector] 23259 26655 False
[vector] 22333 26886 False
[vector] 26649 24982 False
[vector] 27851 24039 False
[vector] 22745 26754 False
[vector] 29191 22490 False
[vector] 27927 24025 False
[vector] 24982 26017 False
[vector] 25955 25492 False
[vector] 27116 24685 False
[vector] 26637 24986 False
[vector] 28854 23060 False
[vector] 26465 25130 False
[vector] 26785 24940 False
[vector] 25996 25451 False
[vector] 24498 26218 False
[vector] 28878 23011 False
[vector] 26874 24837 False
[vector] 23197 26676 False
[vector] 22871 26728 False
[vector] 24386 26309 False
[vector] 27840 24041 False
[vector] 21610 26975 False
[vector] 25846 25530 False
[vector] 24795 26062 False
[vector] 22610 26821 False
[vector] 22369 26856 False
[vector] 24092 26381 False
[vector] 27473 24400 False
[vector] 24906 26018 False
[vector] 21916 26932 False
[vector] 24419 26278 False
[vector] 27344 24469 False
[vector] 25476 25853 False
[vector] 26811 24881 False
[vector] 22494 26844 False
[vector] 24861 26049 False
[vector] 27675 24214 False
[vector] 23729 26550 False
[vector] 29120 22620 False
[vector] 21981 26929 False
[vector] 21646 26945 False
[vector] 24454 26229 False
[vector] 21682 26944 False
[vector] 27600 24269 False
[vector] 24631 26172 False
[vector] 21597 26976 False
[vector] 29053 22773 False
[vector] 28132 23845 False
[vector] 27317 24520 False
[vector] 22935 26717 False
[vector] 22106 26917 False
