[nb-items] 100
[nb-objectives] 2
[nb-pareto] 174
[nb-lorenz] 36
[runtime] 25.590160131454468
[format] f1 f2 isLorenzND
[vector] 38187 37078 True
[vector] 41240 35247 True
[vector] 40228 35948 True
[vector] 40405 35852 True
[vector] 37516 37367 True
[vector] 40508 35789 True
[vector] 40266 35941 True
[vector] 41137 35310 True
[vector] 38085 37088 True
[vector] 39749 36352 True
[vector] 38632 36903 True
[vector] 41065 35336 True
[vector] 37885 37273 True
[vector] 40593 35752 True
[vector] 39002 36722 True
[vector] 37765 37289 True
[vector] 42298 34450 True
[vector] 41052 35347 True
[vector] 41380 35140 True
[vector] 41113 35333 True
[vector] 40028 36114 True
[vector] 40414 35850 True
[vector] 40914 35468 True
[vector] 41630 35061 True
[vector] 39129 36615 True
[vector] 39355 36540 True
[vector] 38826 36757 True
[vector] 38608 36910 True
[vector] 41496 35073 True
[vector] 40857 35507 True
[vector] 39198 36595 True
[vector] 41000 35394 True
[vector] 41160 35294 True
[vector] 40361 35853 True
[vector] 38425 37041 True
[vector] 37622 37291 True
[vector] 37961 37153 False
[vector] 34390 37997 False
[vector] 43666 32140 False
[vector] 43944 31050 False
[vector] 35813 37851 False
[vector] 43067 33339 False
[vector] 37537 37328 False
[vector] 38021 37112 False
[vector] 43655 32188 False
[vector] 40654 35622 False
[vector] 35310 37904 False
[vector] 40692 35569 False
[vector] 34362 38028 False
[vector] 34054 38031 False
[vector] 44086 30562 False
[vector] 36684 37570 False
[vector] 44124 30372 False
[vector] 40916 35432 False
[vector] 44217 28684 False
[vector] 37272 37377 False
[vector] 40040 36036 False
[vector] 40112 36015 False
[vector] 43268 32913 False
[vector] 37905 37177 False
[vector] 43152 33302 False
[vector] 41424 35093 False
[vector] 37972 37151 False
[vector] 37231 37415 False
[vector] 33049 38117 False
[vector] 42077 34554 False
[vector] 44031 30692 False
[vector] 37176 37433 False
[vector] 40083 36018 False
[vector] 43970 30856 False
[vector] 43539 32582 False
[vector] 44195 29351 False
[vector] 37164 37434 False
[vector] 38708 36783 False
[vector] 32708 38125 False
[vector] 42839 33802 False
[vector] 41263 35172 False
[vector] 43253 32923 False
[vector] 42398 34215 False
[vector] 36419 37667 False
[vector] 43918 31357 False
[vector] 43957 30873 False
[vector] 40684 35614 False
[vector] 38642 36855 False
[vector] 39892 36169 False
[vector] 44000 30825 False
[vector] 44038 30635 False
[vector] 42437 34200 False
[vector] 38658 36827 False
[vector] 43316 32911 False
[vector] 43688 32026 False
[vector] 37112 37438 False
[vector] 43057 33462 False
[vector] 44158 29962 False
[vector] 42745 33943 False
[vector] 42888 33647 False
[vector] 37079 37471 False
[vector] 40667 35618 False
[vector] 42331 34312 False
[vector] 43043 33484 False
[vector] 43797 31700 False
[vector] 42395 34278 False
[vector] 41896 34747 False
[vector] 41980 34682 False
[vector] 40931 35431 False
[vector] 43233 33064 False
[vector] 42131 34497 False
[vector] 39541 36354 False
[vector] 34779 37988 False
[vector] 37889 37253 False
[vector] 39493 36387 False
[vector] 41028 35348 False
[vector] 39405 36457 False
[vector] 44010 30772 False
[vector] 43416 32794 False
[vector] 38704 36803 False
[vector] 38506 36958 False
[vector] 33574 38111 False
[vector] 42339 34290 False
[vector] 39821 36252 False
[vector] 43187 33151 False
[vector] 43719 31904 False
[vector] 40621 35640 False
[vector] 41811 34784 False
[vector] 43921 31215 False
[vector] 38512 36919 False
[vector] 44152 30284 False
[vector] 42136 34479 False
[vector] 40423 35804 False
[vector] 37065 37487 False
[vector] 36353 37815 False
[vector] 44201 29029 False
[vector] 33986 38057 False
[vector] 44211 29006 False
[vector] 40716 35568 False
[vector] 43419 32648 False
[vector] 43024 33586 False
[vector] 38680 36822 False
[vector] 39359 36460 False
[vector] 43605 32304 False
[vector] 41725 34858 False
[vector] 43580 32403 False
[vector] 43027 33523 False
[vector] 43852 31635 False
[vector] 36970 37520 False
[vector] 42479 34173 False
[vector] 42618 34007 False
[vector] 36575 37664 False
[vector] 40801 35531 False
[vector] 44043 30610 False
[vector] 41172 35258 False
[vector] 35028 37929 False
[vector] 41730 34826 False
[vector] 35750 37895 False
[vector] 43716 31938 False
[vector] 41689 34986 False
[vector] 41176 35255 False
[vector] 41769 34811 False
[vector] 40770 35555 False
[vector] 40934 35407 False
[vector] 36893 37521 False
[vector] 43338 32886 False
[vector] 42564 34136 False
[vector] 40125 35979 False
[vector] 35016 37948 False
[vector] 43950 30930 False
[vector] 39427 36452 False
[vector] 43769 31788 False
[vector] 44191 29800 False
[vector] 42621 33944 False
[vector] 40272 35906 False
[vector] 36398 37673 False
[vector] 37096 37465 False
[vector] 43945 30955 False
