[nb-items] 90
[nb-objectives] 2
[nb-pareto] 97
[nb-lorenz] 7
[runtime] 7.949215888977051
[format] f1 f2 isLorenzND
[vector] 36008 35938 True
[vector] 37485 34906 True
[vector] 36458 35667 True
[vector] 36691 35518 True
[vector] 36997 35358 True
[vector] 36230 35875 True
[vector] 36873 35359 True
[vector] 35913 35950 False
[vector] 37236 35028 False
[vector] 38263 33818 False
[vector] 38484 33429 False
[vector] 37641 34622 False
[vector] 38000 34155 False
[vector] 34550 36658 False
[vector] 37777 34440 False
[vector] 31857 37099 False
[vector] 35743 36170 False
[vector] 38486 33356 False
[vector] 37121 35062 False
[vector] 28830 37298 False
[vector] 37929 34213 False
[vector] 36766 35380 False
[vector] 38930 32233 False
[vector] 38135 34092 False
[vector] 39001 32119 False
[vector] 37591 34800 False
[vector] 37805 34430 False
[vector] 37110 35067 False
[vector] 35676 36179 False
[vector] 35909 36030 False
[vector] 37072 35220 False
[vector] 38704 33196 False
[vector] 38289 33704 False
[vector] 38569 33203 False
[vector] 32990 36967 False
[vector] 38401 33582 False
[vector] 38867 32497 False
[vector] 35086 36453 False
[vector] 35101 36423 False
[vector] 38206 33913 False
[vector] 31714 37115 False
[vector] 39107 31794 False
[vector] 33448 36911 False
[vector] 32197 37062 False
[vector] 38192 33932 False
[vector] 37706 34554 False
[vector] 35498 36235 False
[vector] 35508 36182 False
[vector] 37857 34411 False
[vector] 38330 33679 False
[vector] 35370 36339 False
[vector] 34193 36747 False
[vector] 38555 33315 False
[vector] 36290 35732 False
[vector] 32588 37007 False
[vector] 31671 37171 False
[vector] 36762 35404 False
[vector] 34785 36646 False
[vector] 36556 35555 False
[vector] 29865 37230 False
[vector] 30565 37221 False
[vector] 32029 37080 False
[vector] 34835 36494 False
[vector] 32533 37028 False
[vector] 37734 34544 False
[vector] 33839 36856 False
[vector] 36703 35418 False
[vector] 37871 34299 False
[vector] 32823 36995 False
[vector] 33327 36943 False
[vector] 38346 33665 False
[vector] 35129 36413 False
[vector] 35377 36267 False
[vector] 37613 34632 False
[vector] 37298 34977 False
[vector] 37989 34178 False
[vector] 35172 36365 False
[vector] 36695 35438 False
[vector] 34851 36465 False
[vector] 38796 32611 False
[vector] 30020 37228 False
[vector] 34072 36779 False
[vector] 38178 34044 False
[vector] 38775 33082 False
[vector] 29740 37237 False
[vector] 38472 33468 False
[vector] 30733 37203 False
[vector] 36237 35745 False
[vector] 38794 32741 False
[vector] 32924 36973 False
[vector] 33159 36961 False
[vector] 37001 35278 False
[vector] 35780 36043 False
[vector] 31302 37183 False
[vector] 38461 33547 False
[vector] 39199 31209 False
[vector] 38277 33799 False
