[nb-items] 60
[nb-objectives] 2
[nb-pareto] 60
[nb-lorenz] 17
[runtime] 2.630905866622925
[format] f1 f2 isLorenzND
[vector] 26153 22022 True
[vector] 24967 22736 True
[vector] 25879 22247 True
[vector] 26946 21484 True
[vector] 25175 22556 True
[vector] 24299 22874 True
[vector] 25623 22314 True
[vector] 24466 22832 True
[vector] 26230 21956 True
[vector] 23508 23199 True
[vector] 27025 21429 True
[vector] 26486 21773 True
[vector] 26383 21836 True
[vector] 26596 21746 True
[vector] 23815 23132 True
[vector] 25396 22419 True
[vector] 27252 21324 True
[vector] 27614 20655 False
[vector] 25422 22357 False
[vector] 19504 23452 False
[vector] 27984 19584 False
[vector] 22489 23274 False
[vector] 27511 20889 False
[vector] 24542 22741 False
[vector] 27761 20512 False
[vector] 25206 22464 False
[vector] 25072 22619 False
[vector] 28089 18998 False
[vector] 25423 22328 False
[vector] 28107 18711 False
[vector] 26015 22038 False
[vector] 23846 23040 False
[vector] 27653 20524 False
[vector] 26609 21614 False
[vector] 26641 21597 False
[vector] 26687 21588 False
[vector] 20421 23422 False
[vector] 24983 22693 False
[vector] 26258 21905 False
[vector] 26335 21839 False
[vector] 27880 20419 False
[vector] 21459 23395 False
[vector] 22769 23266 False
[vector] 26718 21496 False
[vector] 28087 19049 False
[vector] 20462 23404 False
[vector] 23919 22926 False
[vector] 27265 21192 False
[vector] 23860 22983 False
[vector] 22294 23320 False
[vector] 25236 22421 False
[vector] 27273 20909 False
[vector] 28192 18433 False
[vector] 23951 22923 False
[vector] 27911 19905 False
[vector] 25952 22108 False
[vector] 27557 20762 False
[vector] 28161 18646 False
[vector] 25940 22112 False
[vector] 28056 19563 False
