[nb-items] 50
[nb-objectives] 3
[nb-pareto] 318
[nb-lorenz] 9
[runtime] 14.156803846359253
[format] f1 f2 f3 isLorenzND
[vector] 19326 18843 19077 True
[vector] 20260 19926 18312 True
[vector] 19502 19086 18816 True
[vector] 19525 19612 18545 True
[vector] 19966 19657 18391 True
[vector] 18895 18962 18921 True
[vector] 20016 19505 18468 True
[vector] 19575 19460 18622 True
[vector] 19552 18934 18893 True
[vector] 18826 20437 17964 False
[vector] 21493 17715 16211 False
[vector] 20688 18746 18038 False
[vector] 19022 20392 17530 False
[vector] 17942 19202 18806 False
[vector] 18165 18859 19006 False
[vector] 20318 19164 18019 False
[vector] 21423 18137 16860 False
[vector] 20444 20164 16467 False
[vector] 18293 17348 19269 False
[vector] 18940 19507 18554 False
[vector] 20544 18165 18500 False
[vector] 19255 20582 17248 False
[vector] 18893 20152 18117 False
[vector] 18021 18106 19332 False
[vector] 18276 20631 17966 False
[vector] 21431 18732 15636 False
[vector] 21328 18321 16763 False
[vector] 19731 20461 16880 False
[vector] 21497 17618 16313 False
[vector] 19906 20335 15922 False
[vector] 21585 18281 15887 False
[vector] 18772 18983 18901 False
[vector] 18288 20189 18129 False
[vector] 21435 18272 16107 False
[vector] 21297 19110 15862 False
[vector] 18602 20811 16558 False
[vector] 20502 19106 18043 False
[vector] 18236 19471 18727 False
[vector] 21818 17410 15045 False
[vector] 20663 18524 18138 False
[vector] 17489 20214 18089 False
[vector] 18360 20822 16699 False
[vector] 21385 18743 16357 False
[vector] 19717 20319 17007 False
[vector] 20997 18345 17593 False
[vector] 20983 17647 17612 False
[vector] 21021 19125 16698 False
[vector] 21268 18356 16723 False
[vector] 20141 20289 16357 False
[vector] 19131 17957 19234 False
[vector] 18495 20913 16673 False
[vector] 20463 20101 16068 False
[vector] 17369 20999 16286 False
[vector] 20278 19350 18149 False
[vector] 21557 18082 15963 False
[vector] 18418 16700 19295 False
[vector] 19852 17686 18941 False
[vector] 19576 20481 16938 False
[vector] 21411 18945 15651 False
[vector] 21737 17916 15488 False
[vector] 20588 19860 17426 False
[vector] 19900 18434 18570 False
[vector] 18683 20696 16432 False
[vector] 21257 18435 17212 False
[vector] 21551 18445 16005 False
[vector] 19867 16589 18893 False
[vector] 20469 17974 18526 False
[vector] 19835 20449 16371 False
[vector] 21638 17244 15964 False
[vector] 21376 16961 17069 False
[vector] 21448 18190 16248 False
[vector] 18724 20169 18125 False
[vector] 20165 20241 16361 False
[vector] 19967 20199 16371 False
[vector] 18240 17493 19382 False
[vector] 20923 19777 15622 False
[vector] 20152 19297 18386 False
[vector] 18679 20675 16445 False
[vector] 21096 19017 17117 False
[vector] 17958 18958 18974 False
[vector] 19635 20310 17241 False
[vector] 21090 19480 16016 False
[vector] 19065 20305 17547 False
[vector] 18876 20285 18041 False
[vector] 20308 18556 18431 False
[vector] 20309 19937 17320 False
[vector] 17879 20821 17140 False
[vector] 21724 17998 15347 False
[vector] 21814 17543 15477 False
[vector] 21649 18222 15280 False
[vector] 20146 20176 16904 False
[vector] 21458 18528 15957 False
[vector] 18014 20912 17114 False
[vector] 19638 18536 18835 False
