[nb-items] 80
[nb-objectives] 2
[nb-pareto] 89
[nb-lorenz] 31
[runtime] 7.629339933395386
[format] f1 f2 isLorenzND
[vector] 34772 28873 True
[vector] 33589 29646 True
[vector] 34687 28933 True
[vector] 33672 29638 True
[vector] 31505 30466 True
[vector] 34766 28878 True
[vector] 34488 29074 True
[vector] 32178 30299 True
[vector] 35350 28477 True
[vector] 33978 29454 True
[vector] 34896 28831 True
[vector] 35495 28361 True
[vector] 34999 28768 True
[vector] 36124 27745 True
[vector] 35144 28652 True
[vector] 34844 28857 True
[vector] 31997 30363 True
[vector] 32524 30163 True
[vector] 34564 29053 True
[vector] 30787 30563 True
[vector] 34279 29280 True
[vector] 31104 30523 True
[vector] 33865 29460 True
[vector] 33336 29861 True
[vector] 32933 30068 True
[vector] 30678 30567 True
[vector] 33016 30060 True
[vector] 33233 29863 True
[vector] 34693 28928 True
[vector] 32343 30227 True
[vector] 31196 30468 True
[vector] 35600 28244 False
[vector] 28616 30841 False
[vector] 33992 29439 False
[vector] 36325 26998 False
[vector] 36522 26316 False
[vector] 36488 26973 False
[vector] 28190 30885 False
[vector] 34374 29098 False
[vector] 35818 27905 False
[vector] 34343 29190 False
[vector] 33029 29928 False
[vector] 26279 30898 False
[vector] 36731 26151 False
[vector] 33061 29911 False
[vector] 34669 28936 False
[vector] 34617 28962 False
[vector] 36045 27800 False
[vector] 36783 26024 False
[vector] 34076 29288 False
[vector] 33472 29652 False
[vector] 36380 26985 False
[vector] 35247 28540 False
[vector] 34663 28941 False
[vector] 34405 29082 False
[vector] 30480 30630 False
[vector] 36310 27329 False
[vector] 34124 29285 False
[vector] 28333 30869 False
[vector] 28867 30797 False
[vector] 35773 27960 False
[vector] 35030 28676 False
[vector] 28837 30817 False
[vector] 33463 29698 False
[vector] 31536 30374 False
[vector] 33686 29599 False
[vector] 30512 30606 False
[vector] 36140 27497 False
[vector] 35695 28062 False
[vector] 29846 30788 False
[vector] 36847 25040 False
[vector] 35175 28560 False
[vector] 33765 29544 False
[vector] 33366 29798 False
[vector] 36509 26448 False
[vector] 28526 30851 False
[vector] 36795 25167 False
[vector] 36496 26530 False
[vector] 32555 30071 False
[vector] 36214 27397 False
[vector] 35643 28094 False
[vector] 36137 27613 False
[vector] 33367 29769 False
[vector] 33445 29743 False
[vector] 36523 26263 False
[vector] 35631 28152 False
[vector] 34023 29347 False
[vector] 30182 30754 False
[vector] 34694 28899 False
