[nb-items] 200
[nb-objectives] 2
[nb-pareto] 74
[nb-lorenz] 74
[runtime] 129.0378499031067
[format] f1 f2 isLorenzND
[vector] 79990 75423 True
[vector] 80446 75142 True
[vector] 78121 76394 True
[vector] 80699 74989 True
[vector] 80554 75059 True
[vector] 79902 75429 True
[vector] 78592 76107 True
[vector] 78731 76027 True
[vector] 77722 76440 True
[vector] 82281 73913 True
[vector] 79464 75676 True
[vector] 77862 76396 True
[vector] 78671 76049 True
[vector] 77410 76592 True
[vector] 83232 73141 True
[vector] 84010 72514 True
[vector] 79621 75626 True
[vector] 82771 73581 True
[vector] 82428 73803 True
[vector] 78515 76109 True
[vector] 78874 75996 True
[vector] 80529 75075 True
[vector] 76787 76787 True
[vector] 83095 73260 True
[vector] 80379 75188 True
[vector] 81389 74563 True
[vector] 81355 74567 True
[vector] 78351 76248 True
[vector] 83575 72919 True
[vector] 76935 76734 True
[vector] 78905 75968 True
[vector] 80899 74897 True
[vector] 80754 74967 True
[vector] 78453 76164 True
[vector] 77507 76588 True
[vector] 84182 72378 True
[vector] 80126 75343 True
[vector] 79727 75536 True
[vector] 77586 76530 True
[vector] 79379 75713 True
[vector] 83287 73094 True
[vector] 81589 74471 True
[vector] 79229 75790 True
[vector] 77143 76732 True
[vector] 83831 72669 True
[vector] 77697 76452 True
[vector] 81068 74766 True
[vector] 81019 74788 True
[vector] 82199 73967 True
[vector] 79095 75911 True
[vector] 76852 76766 True
[vector] 83379 73030 True
[vector] 76807 76773 True
[vector] 77786 76438 True
[vector] 82673 73612 True
[vector] 79280 75746 True
[vector] 81555 74475 True
[vector] 83451 73009 True
[vector] 79853 75449 True
[vector] 79256 75764 True
[vector] 84881 71689 True
[vector] 82298 73908 True
[vector] 81869 74274 True
[vector] 79695 75567 True
[vector] 82591 73679 True
[vector] 76890 76764 True
[vector] 80211 75306 True
[vector] 77317 76645 True
[vector] 78960 75945 True
[vector] 80468 75121 True
[vector] 79773 75495 True
[vector] 82093 74052 True
[vector] 77887 76395 True
[vector] 81219 74696 True
