[nb-items] 80
[nb-objectives] 2
[nb-pareto] 15
[nb-lorenz] 15
[runtime] 0.7090909481048584
[format] f1 f2 isLorenzND
[vector] 32961 31253 True
[vector] 33362 31008 True
[vector] 33223 31095 True
[vector] 32741 31414 True
[vector] 32410 31615 True
[vector] 33523 30902 True
[vector] 33156 31129 True
[vector] 34005 30583 True
[vector] 34144 30496 True
[vector] 32038 31762 True
[vector] 33938 30617 True
[vector] 33192 31103 True
[vector] 31888 31820 True
[vector] 32613 31518 True
[vector] 33395 31006 True
