[nb-items] 190
[nb-objectives] 2
[nb-pareto] 63
[nb-lorenz] 63
[runtime] 79.98499917984009
[format] f1 f2 isLorenzND
[vector] 75308 72202 True
[vector] 79362 69109 True
[vector] 77716 70524 True
[vector] 76984 71081 True
[vector] 74253 72740 True
[vector] 78437 69939 True
[vector] 75332 72199 True
[vector] 76892 71144 True
[vector] 77401 70832 True
[vector] 79425 69048 True
[vector] 74561 72572 True
[vector] 73803 72967 True
[vector] 76490 71411 True
[vector] 75828 71911 True
[vector] 79000 69445 True
[vector] 76339 71535 True
[vector] 78976 69454 True
[vector] 75113 72307 True
[vector] 75508 72110 True
[vector] 79312 69150 True
[vector] 73411 73098 True
[vector] 78906 69517 True
[vector] 74334 72685 True
[vector] 76447 71446 True
[vector] 76592 71382 True
[vector] 77021 71065 True
[vector] 74431 72681 True
[vector] 75030 72339 True
[vector] 76107 71673 True
[vector] 76272 71581 True
[vector] 76562 71390 True
[vector] 77960 70361 True
[vector] 78590 69811 True
[vector] 76690 71319 True
[vector] 77173 70964 True
[vector] 75981 71783 True
[vector] 73275 73188 True
[vector] 77113 71007 True
[vector] 76180 71614 True
[vector] 76226 71611 True
[vector] 78520 69862 True
[vector] 73702 73017 True
[vector] 76853 71163 True
[vector] 79929 68629 True
[vector] 74999 72357 True
[vector] 77857 70424 True
[vector] 73963 72908 True
[vector] 75230 72247 True
[vector] 73601 73041 True
[vector] 74609 72562 True
[vector] 74638 72543 True
[vector] 77248 70960 True
[vector] 74951 72390 True
[vector] 79578 68920 True
[vector] 74710 72538 True
[vector] 73475 73096 True
[vector] 77820 70460 True
[vector] 78237 70132 True
[vector] 74793 72508 True
[vector] 75708 71923 True
[vector] 78136 70186 True
[vector] 73891 72913 True
[vector] 74058 72886 True
